,Text,TagTog,Senticnet,PyFeel
1377,"Plaise aux dieux, étranger, que ta parole s'accomplisse ! Je t'aimerai, et je te ferai de nombreux présents, et nul ne pourra se dire plus heureux que toi.",Joy,grief,fear
1378,tu m'es le plus cher des compagnons qui m'ont suivi à Pylos.,Joy,terror,sadness
1379,"Voici que cette épreuve tout entière est accomplie. Maintenant, je viserai un autre but qu'aucun homme n'a jamais touché. Qu'Apollôn me donne la gloire de l'atteindre !",Angry,ecstasy,fear
1380,"Étranger, tu envoies traîtreusement tes flèches contre les hommes ! Tu ne tenteras pas d'autres épreuves, car voici que ta destinée terrible va s'accomplir. Tu viens de tuer le plus illustre des jeunes hommes d'Ithakè, et les vautours te mangeront ici !",Angry,terror,fear
1381,"Chiens ! vous ne pensiez pas que je reviendrais jamais du pays des Troiens dans ma demeure. Et vous dévoriez ma maison, et vous couchiez de force avec mes servantes, et, moi vivant, vous recherchiez ma femme, ne redoutant ni les dieux qui habitent le large Ouranos, ni le blâme des hommes qui viendront ! Maintenant, les kères de la mort vont vous saisir tous !",Angry,terror,angry
1382,"S'il est vrai que tu sois Odysseus l'Ithakèsien revenu ici, tu as bien parlé en disant que les Akhaiens ont commis des actions iniques dans tes demeures et dans tes champs. Mais le voici gisant celui qui a été cause de tout. C'est Antinoos qui a été cause de tout, non parce qu'il désirait ses noces, mais ayant d'autres desseins que le Kroniôn ne lui a point permis d'accomplir. Il voulait régner sur le peuple d'Ithakè bien bâtie et tendait des embûches à ton fils pour le tuer. Maintenant qu'il a été tué justement, aie pitié de tes concitoyens. Bientôt nous t'apaiserons devant le peuple. Nous te payerons tout ce que nous avons bu et mangé dans tes demeures. Chacun de nous t'amènera vingt boeufs, de l'airain et de l'or, jusqu'à ce que ton âme soit satisfaite. Mais avant que cela soit fait, ta colère est juste.",Fear,ecstasy,fear
1383,"Eurymakhos, même si vous m'apportiez tous vos biens paternels et tout ce que vous possédez maintenant, mes mains ne s'abstiendraient pas du carnage avant d'avoir châtié l'insolence de tous les prétendants. Choisissez, ou de me combattre, ou de fuir, si vous le pouvez, la kèr et la mort. Mais je ne pense pas qu'aucun de vous échappe à la noire destinée.",Angry,dislike,fear
1384,"Ô amis, cet homme ne retiendra pas ses mains inévitables, ayant saisi l'arc poli et le carquois, et tirant ses flèches du seuil de la salle, jusqu'à ce qu'il nous ait tués tous. Souvenons-nous donc de combattre ; tirez vos épées, opposez les tables aux flèches rapides, jetons-nous tous sur lui, et nous le chasserons du seuil et des portes, et nous irons par la ville, soulevant un grand tumulte, et, bientôt, cet homme aura tiré sa dernière flèche.",Angry,grief,fear
1385,"Ô père, je vais t'apporter un bouclier et deux lances et un casque d'airain adapté à tes tempes. Moi-même je m'armerai, ainsi que le porcher et le bouvier, car il vaut mieux nous armer.",Calmness,ecstasy,fear
1386,"Apporte-les en courant ; tant que j'aurai des flèches pour combattre, ils ne m'éloigneront pas des portes, bien que je sois seul.",Angry,grief,fear
1387,"Ô amis, quelqu'un ne pourrait-il pas monter à cette porte, afin de parler au peuple et d'exciter un grand tumulte ? Cet homme aurait bientôt lancé son dernier trait.",Angry,ecstasy,fear
1388,"Cela ne se peut, divin Agélaos. L'entrée de la belle porte de la cour est étroite et difficile à passer, et un seul homme vigoureux nous arrêterait tous. Mais je vais vous apporter des armes de la chambre haute ; c'est là, je pense, et non ailleurs, qu'Odysseus et son illustre fils les ont déposées.",Fear,grief,sadness
1389,"Tèlémakhos, voici qu'une des femmes de la maison, ou Mélanthios, nous expose à un danger terrible.",Fear,ecstasy,fear
1390,"Ô père, c'est moi qui ai failli, et aucun autre n'est cause de ceci, car j'ai laissé ouverte la porte solide de la chambre haute, et la sentinelle des prétendants a été plus vigilante que moi.",Sadness,ecstasy,fear
1391,"Va, divin Eumaios, ferme la porte de la chambre haute, et vois si c'est une des femmes qui a fait cela, ou Mélanthios, fils de Dolios, comme je le pense.",Angry,contentment,calmness
1392,"Divin Laertiade, subtil Odysseus, ce méchant homme que nous soupçonnions retourne dans la chambre haute. Dis-moi la vérité ; le tuerai-je, si je suis le plus fort, ou te l'amènerai-je pour qu'il expie toutes les actions exécrables qu'il a commises dans ta demeure ?",Angry,grief,fear
1393,"Certes, Tèlémakhos et moi nous contiendrons les prétendants insolents, malgré leur fureur. Vous, liez-lui les pieds et les mains, jetez-le dans la chambre, et, avant de fermer les portes derrière vous, enchaînez-le et suspendez-le à une haute colonne, afin que, vivant longtemps, il subisse de cruelles douleurs.",Angry,enthusiasm,fear
1394,"Maintenant, Mélanthios, tu vas faire sentinelle toute la nuit, couché dans ce lit moelleux, comme il est juste. Éôs au thrône d'or ne t'échappera pas quand elle sortira des flots d'Okéanos, à l'heure où tu amènes tes chèvres aux prétendants pour préparer leur repas.",Joy,ecstasy,fear
1395,"Mentôr, éloigne de nous le danger et souviens-toi de ton cher compagnon qui t'a comblé de biens, car tu es de mon âge.",Joy,enthusiasm,sadness
1396,"Odysseus, tu n'as plus ni la vigueur, ni le courage que tu avais quand tu combattis neuf ans, chez les Troiens, pour Hélénè aux bras blancs née d'un père divin. Tu as tué, dans la rude mêlée, de nombreux guerriers, et c'est par tes conseils que la ville aux larges rues de Priamos a été prise. Pourquoi, maintenant que tu es revenu dans tes demeures, au milieu de tes richesses, cesses-tu d'être brave en face des prétendants ? Allons, cher ! tiens-toi près de moi ; regarde-moi combattre, et vois si, contre tes ennemis, Mentôr Alkimide reconnaît le bien que tu lui as fait !",Angry,ecstasy,sadness
1397,"Ô amis, cet homme va retenir ses mains inévitables. Déjà Mentôr qui était venu proférant de vaines bravades les a laissés seuls sur le seuil de la porte. C'est pourquoi lancez tous ensemble vos longues piques. Allons ! lançons-en six d'abord. Si Zeus nous accorde de frapper Odysseus et nous donne cette gloire, nous aurons peu de souci des autres, si celui-là tombe.",Angry,ecstasy,fear
1398,"Ô amis, c'est à moi maintenant et à vous. Lançons nos piques dans la foule des prétendants, qui, en nous tuant, veulent mettre le comble aux maux qu'ils ont déjà causés.",Angry,grief,fear
1399,"Ô Polytherside, ami des injures, il faut cesser de parler avec arrogance et laisser faire les dieux, car ils sont les plus puissants. Voici le salaire du coup que tu as donné au divin Odysseus tandis qu'il mendiait dans sa demeure.",Joy,ecstasy,angry
1400,"Je te supplie, Odysseus ! Écoute, prends pitié de moi ! je te le jure, jamais je n'ai, dans tes demeures, dit une parole outrageante aux femmes, ni commis une action inique, et j'arrêtais les autres prétendants quand ils en voulaient commettre ; mais ils ne m'obéissaient point et ne s'abstenaient point de violences, et c'est pourquoi ils ont subi une honteuse destinée en expiation de leur folie. Mais moi, leur sacrificateur, qui n'ai rien fait, mourrai-je comme eux ? Ainsi, à l'avenir, les bonnes actions n'auront plus de récompense !",Fear,ecstasy,joy
1401,"Je te supplie, Odysseus ! Écoute, et prends pitié de moi ! Une grande douleur te saisirait plus tard, si tu tuais un aoide qui chante les dieux et les hommes. Je me suis instruit moi-même, et un dieu a mis tous les chants dans mon esprit. Je veux te chanter toi-même comme un dieu, c'est pourquoi, ne m'égorge donc pas. Tèlémakhos, ton cher fils, te dira que ce n'a été ni volontairement, ni par besoin, que je suis venu dans ta demeure pour y chanter après le repas des prétendants. Étant nombreux et plus puissants, ils m'y ont amené de force.",Fear,ecstasy,fear
1402,"Arrête ; ne frappe point de l'airain un innocent. Nous sauverons aussi le héraut Médôn, qui, depuis que j'étais enfant, a toujours pris soin de moi dans notre demeure, si toutefois Philoitios ne l'a point tué, ou le porcher, ou s'il ne t'a point rencontré tandis que tu te ruais dans la salle.",Calmness,ecstasy,joy
1403,"Ô ami, je suis encore ici. Arrête ! Dis à ton père qu'il n'accable point ma faiblesse de sa force et de l'airain aigu, étant encore irrité contre les prétendants qui ont dévoré ses richesses dans ses demeures et qui t'ont méprisé comme des insensés.",Fear,ecstasy,fear
1404,"Prends courage, puisque déjà Tèlémakhos t'a sauvé, afin que tu saches dans ton âme et que tu dises aux autres qu'il vaut mieux faire le bien que le mal.",Joy,enthusiasm,joy
1405,"Mais sortez tous deux de la maison et asseyez-vous dans la cour, loin du carnage, toi et l'illustre aoide, tandis que j'achèverai de faire ici ce qu'il faut.",Calmness,grief,calmness
1406,"Tèlémakhos, hâte-toi, appelle la nourrice Eurykléia, afin que je lui dise ce que j'ai dans l'âme.",Calmness,enthusiasm,calmness
1407,"Viens, ô vieille femme née autrefois, toi qui surveilles les servantes dans nos demeures, viens en hâte. Mon père t'appelle pour te dire quelque chose.",Calmness,ecstasy,fear
1408,"Vieille femme, réjouis-toi dans ton âme et ne hurle pas. Il n'est point permis d'insulter des hommes morts. La moire des dieux et leurs actions impies ont dompté ceux-ci.",Joy,ecstasy,fear
1409,"Ils n'honoraient aucun de ceux qui venaient à eux, parmi les hommes terrestres, ni le bon, ni le mauvais. C'est pourquoi ils ont subi une mort honteuse, à cause de leurs violences. Mais, allons ! indique-moi les femmes qui sont dans cette demeure, celles qui m'ont outragé",Angry,terror,sadness
1410,et celles qui n'ont point failli.,Joy,grief,calmness
1411,"Mon enfant, je te dirai la vérité. Tu as dans tes demeures cinquante femmes que nous avons instruites aux travaux, à tendre les laines et à supporter la servitude.",Calmness,ecstasy,fear
1412,"Douze d'entre elles se sont livrées à l'impudicité. Elles ne m'honorent point, ni Pènélopéia elle-même.",Angry,ecstasy,calmness
1413,"Quant à Tèlémakhos, qui, il y a peu de temps, était encore enfant, sa mère ne lui a point permis de commander aux femmes. Mais je vais monter dans la haute chambre splendide et tout dire à Pènélopéia, à qui un dieu a envoyé le sommeil.",Calmness,ecstasy,joy
1414,Ne l'éveille pas encore.,Calmness,ecstasy,calmness
1415,"Ordonne aux femmes de venir ici, et d'abord celles qui ont commis de mauvaises actions.",Angry,joy,calmness
1416,"Commencez à emporter les cadavres et donnez des ordres aux femmes. Puis, avec de l'eau et des éponges poreuses purifiez les beaux thrônes et les tables.",Calmness,rage,fear
1417,"Après que vous aurez tout rangé dans la salle, conduisez les femmes, hors de la demeure, entre le dôme et le mur de la cour, et frappez-les de vos longues épées aiguës, jusqu'à ce qu'elles aient toutes rendu l'âme et oublié Aphroditè qu'elles goûtaient en secret, en se livrant en secret aux prétendants.",Angry,enthusiasm,calmness
1418,"Je n'arracherai point, par une mort non honteuse, l'âme de ces femmes qui répandaient l'opprobre sur ma tête et sur celle de ma mère et qui couchaient avec les prétendants.",Angry,ecstasy,sadness
1419,"Vieille femme, apporte-moi du soufre qui guérit les maux, et apporte aussi du feu, afin que je purifie la maison. Ordonne à Pènélopéia de venir ici avec ses servantes. Que toutes les servantes viennent ici.",Calmness,ecstasy,fear
1420,"Certes, mon enfant, tu as bien parlé ; mais je vais t'apporter des vêtements, un manteau et une tunique.",Calmness,ecstasy,joy
1421,"Ne reste pas dans tes demeures, tes larges épaules ainsi couvertes de haillons, car ce serait honteux.",Disgust,grief,fear
1422,Apporte d'abord du feu dans cette salle.,Calmness,ecstasy,fear
1423,"Eumaios, certes, un de tes compagnons approche, ou un homme bien connu, car les chiens n'aboient point, et ils remuent la queue, et j'entends un bruit de pas.",Surprise,ecstasy,joy
1424,"Tu es donc revenu, Tèlémakhos, douce lumière. Je pensais que je ne te reverrais plus, depuis ton départ pour Pylos. Hâte-toi d'entrer, cher enfant, afin que je me délecte à te regarder, toi qui reviens de loin. Car tu ne viens pas souvent dans tes champs et vers tes pâtres ; mais tu restes loin d'eux, et il te plaît de surveiller la multitude funeste des prétendants.",Calmness,ecstasy,sadness
1425,"Qu'il en soit comme tu le désires, père. C'est pour toi que je suis venu, afin de te voir de mes yeux et de t'entendre, et pour que tu me dises si ma mère est restée dans nos demeures, ou si quelqu'un l'a épousée. Certes, peut-être le lit d'Odysseus, étant abandonné, reste-t-il en proie aux araignées immondes.",Calmness,ecstasy,sadness
1426,"Ta mère est restée, avec un coeur patient, dans tes demeures ; elle pleure nuit et jour, accablée de chagrins.",Sadness,ecstasy,sadness
1427,"Assieds-toi, ô étranger. Je trouverai un autre siège dans cette étable, et voici un homme qui me le préparera.",Calmness,grief,fear
1428,"Dis-moi, père, d'où vient cet étranger ? Comment des marins l'ont-ils amené à Ithakè ? Qui se glorifie-t-il d'être ? Car je ne pense pas qu'il soit venu ici à pied.",Surprise,ecstasy,fear
1429,"Certes, mon enfant, je te dirai la vérité. Il se glorifie d'être né dans la grande Krètè. Il dit qu'en errant il a parcouru de nombreuses villes des hommes, et, sans doute, un dieu lui a fait cette destinée. Maintenant, s'étant échappé d'une nef de marins Thesprôtes, il est venu dans mon étable, et je te le confie. Fais de lui ce que tu veux. Il dit qu'il est ton suppliant.",Calmness,ecstasy,fear
1430,"Eumaios, certes, tu as prononcé une parole douloureuse. Comment le recevrais-je dans ma demeure ? Je suis jeune et je ne pourrais réprimer par la force de mes mains un homme qui l'outragerait le premier. L'esprit de ma mère hésite, et elle ne sait si, respectant le lit de son mari et la voix du peuple, elle restera dans sa demeure pour en prendre soin, ou si elle suivra le plus illustre d'entre les Akhaiens qui l'épousera et lui fera de nombreux présents.",Sadness,ecstasy,fear
1431,"Mais, certes, puisque cet étranger est venu dans ta demeure, je lui donnerai de beaux vêtements, un manteau et une tunique, une épée à double tranchant et des sandales, et je le renverrai où son coeur désire aller. Si tu y consens, garde-le dans ton étable. J'enverrai ici des vêtements et du pain, afin qu'il mange et qu'il ne soit point à charge à toi et à tes compagnons.",Calmness,ecstasy,fear
1432,"Mais je ne le laisserai point approcher des prétendants, car ils ont une grande insolence, de peur qu'ils l'outragent, ce qui me serait une amère douleur. Que pourrait faire l'homme le plus vigoureux contre un si grand nombre ? Ils seront toujours les plus forts.",Sadness,grief,angry
1433,"Ô ami, certes, puisqu'il m'est permis de répondre, mon coeur est déchiré de t'entendre dire que les prétendants, malgré toi, et tel que te voilà, commettent de telles iniquités dans tes demeures.",Sadness,ecstasy,calmness
1434,"Dis-moi si tu leur cèdes volontairement, ou si les peuples, obéissant aux dieux, te haïssent ? Accuses-tu tes frères ? Car c'est sur leur appui qu'il faut compter, quand une dissension publique s'élève. Plût aux dieux que je fusse jeune comme toi, étant plein de courage, ou que je fusse le fils irréprochable d'Odysseus, ou lui-même, et qu'il revînt, car tout espoir n'en est point perdu ! Je voudrais qu'un ennemi me coupât la tête, si je ne partais aussitôt pour la demeure du Laertiade Odysseus, pour être leur ruine à tous ! Et si, étant seul, leur multitude me domptait, j'aimerais mieux être tué dans mes demeures que de voir ces choses honteuses : mes hôtes maltraités, mes servantes misérablement violées dans mes belles demeures, mon vin épuisé, mes vivres dévorés effrontément, et cela pour un dessein inutile qui ne s'accomplira point !",Angry,grief,sadness
1435,"Étranger, je te dirai la vérité. Le peuple n'est point irrité contre moi, et je n'accuse point de frères sur l'appui desquels il faut compter, quand une dissension publique s'élève. Le Kroniôn n'a donné qu'un seul fils à chaque génération de toute notre race. Arkeisios n'a engendré que le seul Laertès, et Laertès n'a engendré que le seul Odysseus, et Odysseus n'a engendré que moi dans ses demeures",Calmness,grief,angry
1436,"où il m'a laissé et où il n'a point été caressé par moi. Et, maintenant, de nombreux ennemis sont dans ma demeure. Ceux qui dominent dans les îles, à Doulikhios, à Samè, à Zakynthos couverte de bois, et ceux qui dominent dans l'âpre Ithakè, tous recherchent ma mère et ruinent ma maison. Et ma mère ne refuse ni n'accepte ces noces odieuses ; et tous mangent mes biens, ruinent ma maison, et bientôt ils me tueront moi-même. Mais, certes, ces choses sont sur les genoux des dieux.",Sadness,ecstasy,sadness
1437,"Va, père Eumaios, et dis à la prudente Pènélopéia que je suis sauvé et revenu de Pylos. Je resterai ici. Reviens, n'ayant parlé qu'à elle seule",Calmness,ecstasy,sadness
1438,"et qu'aucun des autres Akhaiens ne t'entende, car tous méditent ma perte.",Sadness,responsiveness,fear
1439,"J'entends et je comprends ce que tu m'ordonnes de faire. Mais dis-moi la vérité, et si, dans ce même voyage, je porterai cette nouvelle à Laertès qui est malheureux. Auparavant, bien que gémissant sur Odysseus, il surveillait les travaux, et, quand son âme le lui ordonnait, il buvait et mangeait avec ses serviteurs dans sa maison",Calmness,ecstasy,joy
1440,"mais depuis que tu es parti sur une nef pour Pylos, on dit qu'il ne boit ni ne mange et qu'il ne surveille plus les travaux, mais qu'il reste soupirant et gémissant, et que son corps se dessèche autour de ses os.",Sadness,ecstasy,calmness
1441,Cela est très triste ; mais cependant ne va pas à lui malgré sa douleur.,Sadness,serenity,sadness
1442,Cela est très triste ; mais cependant ne va pas à lui malgré sa douleur.,Sadness,serenity,sadness
1443,"Si les destinées pouvaient être choisies par les hommes, nous nous choisirions le jour du retour de mon père.",Angry,ecstasy,calmness
1444,"Reviens donc après avoir parlé à ma mère, et ne t'éloigne pas vers Laertès et vers ses champs ; mais dis à ma mère d'envoyer promptement, et en secret, l'intendante annoncer mon retour au vieillard.",Calmness,ecstasy,sadness
1445,"Divin Laertiade, subtil Odysseus, parle maintenant à ton fils et ne lui cache rien, afin de préparer le carnage et la mort des prétendants et d'aller à la ville.",Calmness,sadness,fear
1446,Je ne serai pas longtemps loin de vous et j'ai hâte de combattre.,Angry,eagerness,fear
1447,"Étranger, tu m'apparais tout autre que tu étais auparavant ; tu as d'autres vêtements et ton corps n'est plus le même.",Surprise,grief,fear
1448,"Si tu es un des dieux qui habitent le large Ouranos, apaise-toi.",Fear,dislike,calmness
1449,Nous t'offrirons de riches sacrifices et nous te ferons des présents d'or.,Calmness,serenity,calmness
1450,"Je ne suis point un des dieux. Pourquoi me compares-tu aux dieux ? Je suis ton père,",Angry,ecstasy,calmness
1451,pour qui tu soupires et pour qui tu as subi de nombreuses douleurs et les outrages des hommes.,Sadness,terror,calmness
1452,"Tu n'es pas mon père Odysseus, mais un dieu qui me trompe, afin que je soupire et que je gémisse davantage.",Sadness,ecstasy,fear
1453,"Jamais un homme mortel ne pourrait, dans son esprit, accomplir de telles choses, si un dieu, survenant, ne le faisait, aisément, et comme il le veut, paraître jeune ou vieux.",Calmness,grief,fear
1454,"Certes, tu étais vieux, il y a peu de temps, et vêtu misérablement, et voici que tu es semblable aux dieux qui habitent le large Ouranos.",Surprise,ecstasy,sadness
1455,"Tèlémakhos, il n'est pas bien à toi, devant ton cher père, d'être tellement surpris et de rester stupéfait. Jamais plus un autre Odysseus ne reviendra ici. C'est moi qui suis Odysseus et qui ai souffert des maux innombrables, et qui reviens, après vingt années, dans la terre de la patrie. C'est la dévastatrice Athènè qui a fait ce prodige.",Angry,ecstasy,joy
1456,"Elle me fait apparaître tel qu'il lui plaît, car elle le peut. Tantôt elle me rend semblable à un mendiant, tantôt à un homme jeune ayant de beaux vêtements sur son corps ; car il est facile aux dieux qui habitent le large Ouranos de glorifier un homme mortel ou de le rendre misérable.",Calmness,grief,sadness
1457,"Père, quels marins t'ont conduit sur leur nef dans Ithakè ? Quels sont-ils ? Car je ne pense pas que tu sois venu ici à pied.",Surprise,ecstasy,calmness
1458,"Mon enfant, je te dirai la vérité. Les illustres marins Phaiakiens m'ont amené, car ils ont coutume de reconduire tous les hommes qui viennent chez eux. M'ayant amené, à travers la mer, dormant sur leur nef rapide, ils m'ont déposé sur la terre d'Ithakè",Calmness,ecstasy,joy
1459,"et ils m'ont donné en abondance des présents splendides, de l'airain, de l'or et de beaux vêtements.",Joy,grief,joy
1460,"Par le conseil des dieux toutes ces choses sont déposées dans une caverne ; et je suis venu ici, averti par Athènè, afin que nous délibérions sur le carnage de nos ennemis.",Calmness,ecstasy,fear
1461,"Dis-moi donc le nombre des prétendants, pour que je sache combien d'hommes braves ils sont ; et je verrai, dans mon coeur irréprochable, si nous devons les combattre seuls, ou si nous chercherons un autre appui.",Angry,dislike,fear
1462,"Ô père, certes, j'ai appris ta grande gloire, et je sais que tu es très brave et plein de sagesse",Calmness,ecstasy,joy
1463,"mais tu as dit une grande parole, et la stupeur me saisit, car deux hommes seuls ne peuvent lutter contre tant de robustes guerriers.",Surprise,ecstasy,fear
1464,"Les prétendants ne sont pas seulement dix, ou deux fois dix, mais ils sont beaucoup plus, et je vais te dire leur nombre, afin que tu le saches. Il y a d'abord cinquante-deux jeunes hommes choisis de Doulikhios, suivis de six serviteurs ; puis vingt-quatre de Samè ; puis vingt jeunes Akhaiens de Zakynthos ; puis les douze plus braves, qui sont d'Ithakè. Avec ceux-ci se trouvent Médôn, héraut et aoide divin, et deux serviteurs habiles à préparer les repas.",Calmness,terror,calmness
1465,"Si nous les attaquons tous ainsi réunis, vois si tu ne souffriras point amèrement et terriblement de leur violence.",Fear,dislike,sadness
1466,Mais tu peux appeler à notre aide un allié qui nous secoure d'un coeur empressé.,Calmness,enthusiasm,calmness
1467,"Je te le dis. Écoute-moi avec attention. Vois si Athènè et son père Zeus suffiront, et si je dois appeler un autre allié à l'aide.",Calmness,dislike,fear
1468,"Ceux que tu nommes sont les meilleurs alliés. Ils sont assis dans les hautes nuées, et ils commandent aux hommes et aux dieux immortels.",Joy,terror,calmness
1469,"Ils ne seront pas longtemps éloignés, dans la rude mêlée, quand la force d'Arès décidera entre nous et les prétendants dans nos demeures. Mais toi, dès le lever d'Éôs, retourne à la maison et parle aux prétendants insolents. Le porcher me conduira ensuite à la ville, semblable à un vieux mendiant. S'ils m'outragent dans nos demeures, que ton cher coeur supporte avec patience mes souffrances. Même s'ils me traînaient par les pieds hors de la maison, même s'ils me frappaient de leurs armes, regarde tout patiemment. Par des paroles flatteuses, demande-leur seulement de cesser leurs outrages. Mais ils ne t'écouteront point, car leur jour fatal est proche. Quand Athènè aux nombreux conseils aura averti mon esprit, je te ferai signe de la tête, et tu me comprendras. Transporte alors dans le réduit de la chambre haute toutes les armes d'Arès qui sont dans la grande salle. Et si les prétendants t'interrogent sur cela, dis-leur en paroles flatteuses : « Je les ai mises à l'abri de la fumée, car elles ne sont plus telles qu'elles étaient autrefois, quand Odysseus les laissa à son départ pour Troiè ; mais elles sont souillées par la grande vapeur du feu. Puis, le Kroniôn m'a inspiré une autre pensée meilleure, et je crains qu'excités par le vin, et une querelle s'élevant parmi vous, vous vous blessiez les uns les autres et vous souilliez le repas et vos noces futures, car le fer attire l'homme. » Tu laisseras pour nous seuls deux épées, deux lances, deux boucliers, que nous puissions saisir quand nous nous jetterons sur eux. Puis, Pallas Athènè et le très sage Zeus leur troubleront l'esprit. Maintenant, je te dirai autre chose. Retiens ceci dans ton esprit. Si tu es de mon sang, que nul ne sache qu'Odysseus est revenu, ni Laertès, ni le porcher, ni aucun des serviteurs, ni Pènélopéia elle-même. Que seuls, toi, et moi, nous connaissions l'esprit des servantes et des serviteurs, afin de savoir quel est celui qui nous honore et qui nous respecte dans son coeur, et celui qui n'a point souci de nous et qui te méprise.",Calmness,ecstasy,fear
1470,"Ô père, certes, je pense que tu connaîtras bientôt mon courage, car je ne suis ni paresseux ni mou ; mais je pense aussi que ceci n'est pas aisé pour nous deux, et je te demande d'y songer.",Fear,ecstasy,joy
1471,"Tu serais longtemps à éprouver chaque serviteur en parcourant les champs, tandis que les prétendants, tranquilles dans tes demeures, dévorent effrontément tes richesses et n'en épargnent rien.",Angry,grief,fear
1472,"Mais tâche de reconnaître les servantes qui t'outragent et celles qui sont fidèles. Cependant, il ne faut pas éprouver les serviteurs dans les demeures. Fais-le plus tard, si tu as vraiment quelque signe de Zeus tempétueux.",Calmness,grief,fear
1473,"Ton cher fils, ô reine, est arrivé.",Calmness,grief,sadness
1474,"Ô amis, certes, une audacieuse entreprise a été accomplie, ce voyage de Tèlémakhos, que nous disions qu'il n'accomplirait pas. Traînons donc à la mer une solide nef noire et réunissons très promptement des rameurs qui avertiront nos compagnons de revenir à la hâte.",Calmness,serenity,fear
1475,"N'envoyons aucun message. Les voici entrés. Ou quelque dieu les aura avertis, ou ils ont vu revenir l'autre nef et n'ont pu l'atteindre.",Joy,ecstasy,fear
1476,"Ô amis, les dieux ont préservé cet homme de tout mal. Tous les jours, de nombreuses sentinelles étaient assises sur les hauts rochers battus des vents. Même à la chute de Hèlios, jamais nous n'avons dormi à terre ; mais, naviguant sur la nef rapide, nous attendions la divine Éôs, épiant Tèlémakhos afin de le tuer au passage. Mais quelque Dieu l'a reconduit dans sa demeure. Délibérons donc ici sur sa mort. Il ne faut pas que Tèlémakhos nous échappe, car je ne pense pas que, lui vivant, nous accomplissions notre dessein. Il est, en effet, plein de sagesse et d'intelligence, et, déjà, les peuples ne nous sont pas favorables. Hâtons-nous avant qu'il réunisse les Akhaiens à l'agora, car je ne pense pas qu'il tarde à le faire. Il excitera leur colère, et il dira, se levant au milieu de tous, que nous avons médité de le tuer, mais que nous ne l'avons point rencontré. Et, l'ayant entendu, ils n'approuveront point ce mauvais dessein.",Angry,ecstasy,fear
1477,"Craignons qu'ils méditent notre malheur, qu'ils nous chassent dans nos demeures, et que nous soyons contraints de fuir chez des peuples étrangers.",Fear,grief,fear
1478,"Prévenons Tèlémakhos en le tuant loin de la ville, dans les champs, ou dans le chemin. Nous prendrons sa vie et ses richesses que nous partagerons également entre nous, et nous donnerons cette demeure à sa mère, quel que soit celui qui l'épousera. Si mes paroles ne vous plaisent pas, si vous voulez qu'il vive et conserve ses biens paternels, ne consumons pas, assemblés ici, ses chères richesses ;",Angry,ecstasy,sadness
1479,"mais que chacun de nous, retiré dans sa demeure, recherche Pènélopéia à l'aide de présents, et celui-là l'épousera qui lui fera le plus de présents et qui l'obtiendra par le sort.",Calmness,ecstasy,fear
1480,"Ô amis, je ne veux point tuer Tèlémakhos. Il est terrible de tuer la race des rois.",Fear,fear,fear
1481,"Mais interrogeons d'abord les desseins des dieux. Si les lois du grand Zeus nous approuvent, je tuerai moi-même Tèlémakhos et j'exciterai les autres à m'imiter ; mais si les dieux nous en détournent, je vous engagerai à ne rien entreprendre.",Calmness,dislike,calmness
1482,"Antinoos, injurieux et mauvais, on dit que tu l'emportes sur tes égaux en âge, parmi le peuple d'Ithakè, par ta sagesse et par tes paroles. Mais tu n'es point ce qu'on dit. Insensé ! Pourquoi médites-tu le meurtre et la mort de Tèlémakhos ? Tu ne te soucies point des prières des suppliants ; mais Zeus n'est-il pas leur témoin ? C'est une pensée impie que de méditer la mort d'autrui. Ne sais-tu pas que ton père s'est réfugié ici, fuyant le peuple qui était très irrité contre lui ? Avec des pirates Taphiens, il avait pillé les Thesprôtes qui étaient nos amis, et le peuple voulait le tuer, lui déchirer le coeur et dévorer ses nombreuses richesses. Mais Odysseus les en empêcha et les retint.",Angry,grief,sadness
1483,"Et voici que, maintenant, tu ruines honteusement sa maison, tu recherches sa femme, tu veux tuer son fils et tu m'accables moi-même de douleurs !",Sadness,sadness,fear
1484,Je t'ordonne de t'arrêter et de faire que les autres s'arrêtent.,Angry,fear,calmness
1485,"Fille d'Ikarios, sage Pènélopéia, reprends courage et n'aie point ces inquiétudes dans ton esprit. L'homme n'existe point et n'existera jamais qui, moi vivant et les yeux ouverts, portera la main sur ton fils Tèlémakhos. Je le dis, en effet, et ma parole s'accomplirait : aussitôt son sang noir ruissellerait autour de ma lance. Souvent, le destructeur de citadelles Odysseus, me faisant asseoir sur ses genoux, m'a offert de ses mains de la chair rôtie et du vin rouge. C'est pourquoi Tèlémakhos m'est le plus cher de tous les hommes. Je l'invite à ne point craindre la mort de la part des prétendants mais on ne peut l'éviter de la part d'un dieu.",Calmness,grief,sadness
1486,"Tu es revenu, divin Eumaios ! Que dit-on dans la ville ? Les prétendants insolents sont-ils de retour de leur embuscade, ou sont-ils encore à m'épier au passage ?",Fear,serenity,fear
1487,"Je ne me suis point inquiété de cela en traversant la ville, car mon coeur m'a ordonné de revenir très promptement ici, après avoir porté mon message ; mais j'ai rencontré un héraut rapide envoyé par tes compagnons, et qui a, le premier, parlé à ta mère.",Calmness,ecstasy,joy
